from,to
13110,44538
13110,29213
13110,39120
13111,29391
13111,38183
13111,42786
13111,10968
13111,35228
13111,16950
13111,31339
13111,32814
13111,21526
13111,3207
13111,15055
13111,12205
13111,20940
13111,36483
13111,25445
13111,34984
13111,26464
13112,41063
13112,29846
13113,22669
13113,44943
13113,13822
13113,43857
13113,22442
13113,15315
13113,44033
13113,38584
13114,9279
13114,46228
13115,24951
13115,39118
13115,11931
13115,14098
13115,42572
13115,17334
13115,21119
13115,34701
13115,28380
13115,33657
13115,48732
13115,39460
13115,33052
13115,34942
13115,2943
13116,44484
13116,26652
13116,1802
13117,44847
13117,29788
13117,15264
13118,6159
13118,14849
13118,47500
13118,26195
13118,21372
13118,30033
13118,11029
13118,19169
13118,15831
13118,21237
13118,20629
13119,7490
13119,31722
13120,43184
13120,25890
13121,28742
13121,1576
13121,20470
13121,46019
13121,18579
13121,35348
13121,45707
13121,42711
13121,9089
13121,5126
13121,23047
13121,32078
13121,867
13121,15303
13121,4096
13121,7905
13121,12307
13122,25196
13122,44078
13122,29011
13122,3819
13122,44157
13122,35781
13122,16008
13122,18229
13122,16245
13122,34968
13122,849
13122,27035
13122,12962
13122,20403
13123,23518
13123,20839
13124,11487
13124,22461
13125,2420
13125,29302
13125,3767
13126,37042
13126,28619
13126,11994
13126,2168
13126,6157
13127,41548
13127,19417
13127,10171
13127,2160
13127,31474
13127,46361
13127,28422
13127,31517
13127,37283
13127,29159
13127,30784
13127,14835
13127,34510
13127,34475
13127,11979
13127,30281
13127,3833
13127,9817
13128,33564
13128,16981
13128,3141
13128,7820
13128,2490
13128,40910
13128,36077
13128,649
13128,13847
13128,21251
13128,47641
13128,37917
13128,9914
13128,36235
13128,12233
13128,17631
13128,26408
13128,10648
13128,20547
13129,14887
13129,15776
13130,10643
13130,16820
13130,30849
13130,6904
13130,14675
13130,40358
13130,2137
13130,27598
13130,27051
13131,31385
13131,46799
13131,43726
13131,6105
13131,42268
13131,12618
13131,36641
13131,25014
13131,37915
13131,41333
13131,31536
13131,40859
13131,40891
13132,6516
13132,4326
13133,40724
13133,37520
13133,24644
13133,39407
13133,24827
13134,12892
13134,30425
13134,37703
13135,40197
13135,26787
13135,36208
13135,13491
13135,24623
13135,21001
13135,49524
13135,24507
13136,25725
13136,34082
13136,44262
13136,24273
13136,49255
13136,25273
13136,177
13136,27894
13136,37121
13136,37003
13136,29138
13136,29352
13136,8201
13136,46138
13136,3404
13137,20774
13137,40529
13137,38478
13138,35908
13138,4072
13138,45361
13138,46091
13138,9756
13138,15698
13138,45166
13138,14557
13139,30245
13139,3526
13139,29401
13139,44377
13139,6107
13139,23179
13139,5666
13139,331
13139,30971
13139,11213
13139,33161
13139,48145
13139,27380
13140,44650
13140,9944
13140,18066
13140,37402
13140,36112
13140,41748
13140,36210
13140,22972
13140,11347
13140,903
13141,47717
13141,42077
13141,44933
13141,22648
13142,9535
13142,41428
13143,24532
13143,40434
13144,33252
13144,39655
13145,34558
13145,37774
13145,10155
13145,21923
13145,29317
13146,48919
13146,4304
13146,44917
13146,17431
13147,765
13147,12254
13147,3769
13147,3245
13147,39077
13147,10890
13147,32265
13147,8607
13147,36756
13147,33065
13147,49638
13147,15215
13147,30743
13147,33627
13147,1512
13147,22092
13148,25570
13148,41668
13148,25505
13149,16586
13149,43735
13149,43787
13149,863
13149,48712
13149,11776
13149,5745
13149,31981
13149,34446
13149,20591
13149,32073
13149,43291
13149,47917
13149,43509
13149,27007
13149,40352
13150,17538
13150,23062
13151,24798
13151,38877
13151,41401
13151,42263
13151,10284
13151,17014
13151,38939
13151,4931
13151,45956
13151,23610
13151,29972
13151,5464
13151,1886
13151,44492
13151,40641
13151,11219
13152,44833
13152,44754
13152,26149
13152,38440
13152,29458
13152,15858
13152,27716
13152,21741
13152,49373
13152,15395
13152,26787
13152,49647
13152,45581
13152,6623
13152,32034
13152,15384
13152,16826
13152,19322
13152,41874
13153,394
13153,33053
13153,34041
13153,3290
13153,7672
13153,34362
13153,43957
13153,7904
13153,16561
13153,31729
13153,21049
13154,7032
13154,3970
13155,21232
13155,34283
13155,20594
13155,14336
13155,38432
13155,20732
13155,16351
13155,43312
13155,13578
13155,24303
13155,44577
13156,32300
13156,23286
13156,13826
13156,35298
13156,12918
13156,18144
13157,24548
13157,15912
13157,8006
13157,23865
13157,43464
13157,5909
13157,32592
13158,43971
13159,40484
13159,40048
13159,42961
13159,41014
13159,7284
13159,16102
13159,33132
13159,3975
13159,11473
13160,39093
13160,43337
13160,11279
13160,29700
13160,9501
13160,31219
13160,45420
13160,30915
13160,13851
13160,18576
13160,24173
13160,28179
13160,19894
13160,6105
13160,46023
13161,45420
13161,19258
13161,40201
13161,48159
13161,2335
13161,37351
13161,27376
13161,15989
13161,40688
13162,41712
13162,38550
13163,22911
13163,14633
13163,14950
13163,31229
13163,23248
13163,34660
13163,29333
13163,48047
13163,35777
13163,40620
13163,29317
13163,12375
13163,48410
13163,38653
13163,47259
13164,16492
13164,41301
13165,22057
13165,39260
13165,12112
13165,39501
13165,36175
13165,22716
13165,31231
13165,17397
13165,18
13165,5079
13165,35769
13165,4096
13166,49650
13166,6267
13166,4805
13166,38089
13166,18192
13167,39523
13167,48981
13167,337
13167,44539
13167,19273
13167,13580
13167,40452
13167,21653
13167,44688
13167,44943
13167,47037
13167,49449
13167,39993
13167,30558
13167,12902
13167,7185
13167,46544
13168,35980
13168,47337
13168,35434
13168,6092
13168,35168
13168,43465
13168,5311
13168,39843
13168,2781
13169,45367
13169,38468
13169,49845
13169,44328
13170,17859
13171,43437
13171,48099
13171,47094
13171,27776
13171,40198
13171,28968
13171,41815
13171,23614
13171,49306
13171,33704
13172,26235
13172,418
13172,633
13172,3270
13172,5941
13172,44725
13172,15203
13172,7219
13172,21634
13172,37658
13172,21746
13172,38122
13172,2874
13172,48545
13172,14354
13172,25513
13172,28754
13173,20501
13173,21674
13173,3230
13174,30987
13174,21125
13174,37256
13175,42081
13176,23948
13176,10866
13177,48374
13177,43784
13177,31982
13177,44874
13177,35107
13177,43134
13177,1954
13177,16317
13177,39290
13177,18026
13177,41985
13177,25355
13177,23855
13177,9217
13177,3184
13177,45299
13177,19878
13177,16655
13177,17535
13177,12213
13178,26262
13178,18383
13178,29348
13178,36149
13178,7582
13178,36253
13178,6747
13178,35648
13178,49349
13178,42796
13178,4041
13178,24657
13178,8287
13178,9648
13178,21492
13178,14172
13179,46093
13179,37194
13179,48549
13179,44743
13179,30036
13179,35670
13179,9356
13179,11469
13179,46548
13180,40068
13180,44868
13181,35232
13181,7914
13181,18728
13181,15575
13181,9380
13181,27881
13181,38499
13181,48366
13181,43474
13182,27151
13182,48664
13183,23971
13183,12020
13183,48628
13183,15806
13183,31533
13183,7892
13183,23023
13184,28061
13184,1485
13184,20618
13185,28653
13185,36240
13186,34454
13186,42277
13186,24130
13186,12428
13186,26496
13186,37263
13186,4534
13187,10419
13187,33157
13187,25978
13187,13072
13188,44331
13188,3732
13188,35670
13188,38814
13188,42596
13188,43675
13188,47728
13188,19271
13188,35838
13188,19359
13188,37363
13188,7464
13189,17540
13189,34869
13189,2871
13189,17634
13189,30541
13189,10009
13190,36676
13190,31480
13191,36549
13191,24591
13191,25428
13191,23537
13191,40826
13191,27687
13191,22398
13191,12185
13192,49227
13192,37301
13192,25070
13193,19308
13193,19506
13193,5873
13194,16556
13194,15996
13194,7271
13194,33209
13194,30981
13194,34737
13194,13911
13194,5094
13194,4818
13194,36817
13194,17248
13194,18828
13194,27966
13194,22770
13194,17327
13195,30329
13195,34245
13196,15698
13196,46153
13196,37827
13196,35703
13197,46785
13197,16481
13197,41445
13197,32436
13197,7698
13197,43925
13197,19183
13197,35940
13197,45506
13197,49532
13197,44010
13197,16644
13197,27525
13197,20142
13197,33858
13197,27381
13198,396
13198,6773
13198,17284
13198,30404
13198,16355
13198,4141
13199,5976
13199,49147
13200,12958
13200,22294
13200,41781
13200,17725
13200,29660
13201,49775
13201,9173
13201,24825
13201,24283
13201,1543
13201,7792
13201,1660
13201,34573
13201,28194
13201,26531
13201,22017
13201,7256
13201,13566
13201,1918
13201,4880
13201,35856
13201,4052
13201,47654
13201,46216
13201,21429
13202,45493
13202,48565
13203,1164
13203,43559
13203,17363
13203,34837
13203,29737
13203,5697
13203,15854
13204,25447
13204,8940
13204,38007
13204,10693
13204,4776
13205,49755
13206,37220
13206,3513
13206,26231
13206,26770
13206,24302
13206,29674
13206,4464
13206,1577
13206,43313
13206,29022
13206,36363
13206,2445
13206,48547
13206,35133
13206,48265
13206,32294
13207,26701
13207,48789
13207,6658
13208,22830
13208,7219
13208,13076
13208,24481
13208,9572
13209,28560
13209,9350
13209,10838
13209,19007
13210,15662
13210,15750
13210,49027
13211,23221
13211,5207
13212,5879
13212,13310
13212,18437
13212,33138
13212,44217
13212,16700
13212,30080
13212,11807
13212,4262
13212,4997
13212,15861
13212,49334
13212,45754
13212,44727
13212,18483
13212,41668
13212,15692
13212,39938
13213,7067
13213,45497
13213,28789
13213,43406
13213,49192
13213,31504
13214,26375
13214,24908
13214,23570
13214,30485
13214,24331
13214,49423
13214,18676
13214,1628
13214,46838
13214,38320
13214,37352
13214,40882
13214,31608
13214,19223
13214,29976
13214,40635
13214,34083
13214,48214
13216,40856
13216,48544
13216,43735
13216,9344
13216,29283
13216,16531
13216,21976
13216,12147
13216,15605
13216,21917
13217,7113
13217,40178
13217,37011
13217,30106
13217,4779
13217,44152
13217,12542
13217,44568
13217,12235
13217,23664
13218,35215
13218,33557
13218,891
13218,6923
13219,35257
13219,22505
13220,42805
13220,3037
13220,36698
13220,4625
13221,34667
13221,41070
13221,34861
13221,36196
13221,28046
13221,13755
13221,18551
13222,7804
13222,4082
13222,20366
13222,6737
13222,17584
13222,46563
13222,9960
13222,1758
13222,29005
13222,45658
13222,45799
13222,12358
13222,20415
13222,3195
13222,41721
13222,26883
13222,34507
13222,49432
13222,22253
13222,11433
13223,27199
13223,42982
13223,8933
13223,15008
13224,46491
13224,43466
13224,35410
13224,39666
13224,2408
13224,47525
13224,37778
13224,15921
13224,48997
13224,9136
13224,43664
13224,23484
13224,20176
13224,28345
13224,4232
13224,30813
13224,44733
13224,35830
13224,12874
13224,148
13225,38222
13225,38207
13225,10742
13225,2763
13225,23344
13225,25742
13225,45533
13225,39811
13225,15786
13225,33606
13225,14337
13225,2320
13225,48364
13226,45579
13226,30102
13226,25741
13226,1886
13226,32466
13226,39210
13226,8446
13226,46187
13226,2484
13226,39393
13226,42929
13226,21835
13226,36571
13227,13454
13227,45478
13227,35721
13228,34412
13228,34818
13228,17911
13228,18300
13228,15129
13228,19698
13228,40270
13228,38342
13228,22651
13228,28840
13228,7303
13228,11238
13228,131
13228,46366
13228,49269
13228,2226
13228,26822
13229,4663
13229,40804
13229,49614
13229,26504
13229,31327
13229,34245
13229,44130
13229,32264
13229,4522
13230,17340
13230,31506
13230,15198
13230,27830
13230,254
13230,15641
13230,11725
13230,31148
13230,44167
13230,49578
13230,9884
13230,1001
13230,48349
13230,31233
13231,39903
13231,30018
13231,49344
13231,40137
13231,1115
13231,35050
13231,47288
13231,28005
13231,5897
13231,32259
13231,3624
13231,42830
13231,48117
13231,47236
13231,23914
13232,32476
13232,41997
13232,33116
13232,7809
13232,46825
13232,31336
13232,26153
13232,19565
13232,48422
13233,20666
13233,33972
13233,30011
13233,37611
13233,18749
13233,5721
13233,49592
13233,27687
13233,38102
13233,32571
13233,34631
13233,49300
13233,37718
13233,28567
13233,23975
13233,37537
13233,22970
13234,21051
13234,22413
13234,28892
13234,34485
13234,1602
13234,44588
13235,7712
13236,47908
13236,28274
13236,35026
13236,38645
13236,39239
13237,8613
13237,36509
13237,11763
13237,356
13237,23089
13238,11046
13238,23681
13238,7273
13238,10965
13238,18292
13238,35733
13238,42029
13238,48883
13238,16127
13238,3408
13238,9047
13238,5191
13238,14374
13238,10494
13238,46164
13238,32012
13238,18868
13238,16578
13239,38262
13239,14769
13239,20158
13239,46236
13239,13277
13239,24522
13239,30832
13239,2123
13240,36117
13240,22616
13240,38079
13240,14570
13240,5860
13240,16785
13240,37229
13240,195
13240,11461
13240,27945
13240,40890
13240,16879
13241,46878
13241,29033
13241,10139
13242,10029
13242,12780
13242,27989
13242,45501
13242,34930
13243,30012
13243,5393
13243,20222
13244,8594
13244,29288
13244,12752
13244,45762
13244,47764
13244,15759
13244,7893
13244,38184
13244,49336
13244,5643
13244,14719
13244,784
13244,45041
13244,30507
13244,42139
13244,21181
13244,20103
13244,42620
13245,22163
13245,21642
13245,22846
13245,39434
13245,39840
13246,40144
13246,49747
13246,27632
13246,42746
13246,43320
13247,13780
13247,37585
13247,47036
13247,7376
13247,26148
13247,4539
13247,26162
13247,9751
13247,38925
13247,4364
13247,1736
13247,48597
13247,38920
13247,36227
13247,23240
13247,18649
13247,18115
13247,47985
13247,794
13248,21043
13248,21462
13248,14224
13248,11640
13248,17725
13248,31588
13248,29305
13249,20188
13249,8144
13249,31772
13250,23936
13250,34924
13250,1409
13250,36251
13250,39541
13251,44558
13251,29484
13251,28150
13251,13752
13251,36157
13251,2192
13251,28993
13251,151
13251,34276
13251,8515
13251,40720
13251,42457
13252,28500
13252,30431
13252,41977
13252,11316
13253,18990
13253,3502
13253,38225
13253,28967
13253,24338
13253,22420
13253,22485
13253,44585
13253,22910
13253,5324
13253,4349
13253,15081
13253,21083
13253,32918
13253,9528
13253,19063
13253,22149
13253,25076
13254,47315
13254,28719
13255,44672
13255,12108
13255,11166
13255,28119
13255,39030
13255,16428
13255,18116
13255,2982
13255,46996
13255,16513
13256,1167
13256,26470
13256,23673
13256,21161
13256,848
13257,2283
13257,2216
13258,30402
13258,44256
13258,45505
13258,41530
13258,7413
13259,44838
13259,39281
13259,30081
13259,5639
13259,44327
13259,1748
13259,28362
13259,40069
13259,37450
13260,12807
13260,18293
13260,24875
13260,37820
13260,12472
13260,13027
13260,49995
13260,31924
13261,16443
13261,44396
13261,10309
13261,37444
13261,37662
13261,48996
13261,46616
13261,40747
13261,16973
13262,23678
13262,31024
13262,33288
13262,40307
13262,11818
13262,15849
13262,8288
13262,13081
13262,27139
13262,40562
13262,3225
13262,36676
13262,10905
13262,18013
13262,1592
13262,45884
13262,43043
13262,9129
13263,19183
13263,20799
13263,12500
13264,39565
13264,33618
13265,40237
13265,35314
13265,274
13265,7983
13265,7258
13265,5017
13265,3681
13266,46336
13266,6787
13267,20616
13267,48223
13268,44967
13268,20308
13268,4912
13268,12342
13268,46
13268,8197
13268,7435
13268,15564
13268,40136
13268,29467
13269,25836
13269,39971
13269,2423
13269,30705
13269,8197
13269,49027
13269,10899
13269,41863
13269,16139
13269,14466
13269,32308
13269,5517
13269,14259
13269,56
13269,42776
13269,21864
13270,21311
13270,36886
13270,24600
13270,21356
13270,28374
13270,5400
13270,10992
13270,9868
13270,49205
13270,39196
13270,16054
13270,40698
13270,7340
13271,25047
13271,10279
13271,46325
13271,29760
13272,46922
13272,3070
13272,15945
13272,29260
13272,16845
13272,27635
13272,9185
13272,8458
13272,31588
13272,35563
13272,45653
13272,38848
13272,24015
13272,24291
13272,6093
13272,44363
13272,39576
13272,42295
13272,19310
13273,38911
13273,9661
13273,16397
13274,10153
13274,25237
13274,7232
13274,42207
13275,40982
13275,24071
13275,9632
13275,10432
13276,9056
13276,9325
13276,17066
13276,32388
13276,43179
13276,22247
13276,29703
13276,23300
13276,1594
13276,32107
13276,14720
13276,38448
13276,1689
13276,2354
13276,33398
13276,22465
13276,47284
13277,25807
13277,2903
13278,31324
13278,33783
13278,43300
13278,19732
13278,19969
13278,43257
13278,37298
13278,25539
13279,40786
13279,10167
13279,45116
13280,24803
13280,28504
13280,27187
13280,24873
13280,9501
13280,30773
13280,30230
13280,17438
13280,28565
13280,22813
13281,16408
13281,40800
13281,19815
13281,22642
13281,14685
13281,7391
13281,47480
13281,13228
13281,32825
13281,832
13281,44560
13281,46613
13281,3249
13282,23877
13282,2135
13282,27777
13283,37350
13283,3654
13284,5222
13284,36923
13285,35801
13285,47985
13285,30874
13285,1338
13285,44449
13285,33370
13285,5785
13285,7641
13285,33244
13285,26545
13286,10972
13286,47768
13286,38943
13286,47538
13286,9264
13286,46609
13286,22812
13286,22555
13286,13376
13286,835
13286,17895
13286,42183
13286,21050
13286,35754
13286,36489
13287,29151
13288,12271
13288,19127
13288,7011
13288,38374
13289,42977
13289,4103
13289,13872
13290,16281
13290,7668
13290,19735
13290,5488
13291,14320
13291,4608
13291,2693
13291,47548
13292,25811
13292,31972
13293,34835
13293,9445
13293,2652
13293,48126
13293,38473
13293,20825
13293,26833
13293,37827
13293,38089
13293,31177
13293,17855
13293,36072
13293,34489
13293,23108
13293,38963
13293,6653
13293,36859
13293,49028
13294,32678
13295,33250
13295,18011
13296,40415
13296,35803
13296,44475
13296,4426
13296,13152
13296,16680
13296,44825
13296,22762
13296,23596
13297,48352
13297,22895
13297,13399
13297,8568
13297,44589
13297,24011
13298,14550
13298,6085
13298,30013
13298,4353
13298,20547
13298,42665
13298,32072
13298,29072
13298,35906
13298,13299
13298,18059
13298,46973
13298,998
13298,19780
13298,41915
13298,22520
13298,25615
13298,24565
13299,5365
13299,19456
13299,35177
13299,38440
13300,29455
13300,13492
13300,19385
13300,36768
13300,26683
13300,29440
13301,43058
13301,36864
13302,42005
13302,35586
13302,46666
13303,11373
13303,45901
13304,14774
13304,24673
13305,19884
13305,17132
13305,31415
13306,1090
13306,1201
13306,33553
13306,31035
13307,24759
13307,9990
13308,24467
13308,20522
13309,12244
13309,29209
13309,27291
13310,22868
13310,24937
13310,29128
13310,4171
13310,307
13310,34492
13310,40485
13310,39146
13310,36144
13310,48185
13310,18707
13311,46836
13311,4387
13312,47798
13312,10107
13313,46284
13313,29678
13314,33803
13314,30745
13314,49681
13315,41003
13315,4691
13315,10561
13315,24964
13315,12837
13315,13069
13315,42425
13316,2271
13316,42306
13316,2431
13317,31062
13317,20933
13318,22601
13318,34265
13318,37599
13318,18347
13318,33887
13318,11739
13318,45106
13318,17385
13318,29457
13318,31174
13318,46029
13318,18109
13318,38900
13318,365
13318,20598
13318,22186
13318,36500
13319,3006
13319,48511
13320,41709
13320,24788
13321,5232
13321,29006
13321,28260
13321,15497
13322,227
13322,36097
13322,43280
13322,16514
13323,1932
13323,6179
13324,25137
13324,29095
13324,43685
13324,36075
13325,13877
13325,31960
13325,31086
13325,2406
13326,26478
13326,15470
13326,6116
13326,21656
13326,47966
13326,40560
13326,19617
13327,27836
13327,43771
13328,23363
13328,17993
13329,22277
13329,37154
13329,12917
13329,37543
13329,42604
13329,12219
13329,6480
13329,41761
13329,36999
13330,5301
13330,28116
13330,42129
13331,15328
13331,4530
13331,42551
13332,35765
13332,15957
13332,29689
13332,44422
13332,45428
13332,451
13332,6920
13332,39303
13332,23435
13332,19650
13332,44790
13332,18467
13332,9896
13332,15327
13332,46058
13333,24531
13333,2840
13333,28666
13334,5648
13334,25041
13334,10108
13334,5640
13334,4251
13334,37383
13334,44363
13334,25707
13334,6307
13334,24418
13334,20345
13334,18540
13334,15255
13334,23674
13334,41086
13334,37755
13334,35567
13334,6473
13334,16789
13334,17609
13335,6098
13335,8081
13335,27915
13335,21192
13335,16865
13335,31652
13335,18748
13335,10008
13335,47539
13335,1188
13335,7307
13335,27878
13335,2287
13335,29410
13336,41138
13336,1372
13336,9130
13336,1299
13336,41806
13336,1649
13336,32881
13336,10704
13336,33277
13336,37839
13336,15055
13336,36902
13336,7362
13336,11728
13336,40094
13336,24703
13336,35143
13336,47624
13337,17471
13338,34808
13338,4524
13338,49396
13338,21506
13338,46301
13338,43260
13338,7027
13338,38553
13338,39126
13338,340
13338,2312
13338,7320
13338,29271
13338,16223
13339,3936
13339,1915
13339,24798
13339,46258
13340,39917
13340,38678
13341,31212
13341,11776
13342,19283
13342,1317
13343,2604
13343,20058
13343,43336
13343,46307
13343,39423
13343,20957
13343,46330
13343,8086
13343,28435
13343,25711
13344,23687
13344,2027
13344,20514
13344,41419
13344,42242
13344,6450
13344,27429
13344,48027
13344,34542
13346,10651
13346,35923
13347,13740
13347,7352
13347,14459
13348,3114
13348,21793
13348,41366
13348,4
13348,24748
13348,36569
13348,27382
13348,11600
13348,14285
13348,25200
13348,19196
13348,218
13348,29463
13348,35052
13348,1979
13349,24813
13349,45263
13349,21287
13350,11650
13350,19249
13351,27536
13352,10391
13352,4889
13352,4883
13352,28330
13352,30179
13352,26478
13352,9283
13352,43881
13352,27545
13352,5076
13353,9731
13353,20347
13353,23664
13353,7886
13353,25974
13354,35667
13354,13145
13354,1183
13355,45843
13355,42003
13355,33381
13355,7623
13355,36621
13355,42724
13355,34287
13355,22674
13355,28882
13355,22729
13355,23867
13355,23065
13355,16362
13356,15817
13356,36554
13356,1945
13357,42490
13357,28884
13357,33091
13357,45861
13357,9506
13357,38235
13357,9360
13357,37204
13357,11016
13357,15680
13357,29601
13357,16240
13357,43557
13358,43370
13358,26070
13358,19282
13358,32984
13359,26449
13359,39667
13359,1938
13359,33579
13359,47805
13359,25450
13359,20632
13359,20326
13359,36568
13359,38067
13359,4275
13360,37424
13360,39454
13360,30697
13360,1569
13360,33989
13360,28196
13360,2037
13360,984
13360,41623
13360,36982
13360,4866
13360,4900
13360,38189
13360,43944
13360,32222
13360,28671
13360,41646
13361,45973
13361,27833
13362,42137
13362,1256
13362,2543
13362,15691
13362,15423
13362,35775
13362,47276
13362,35339
13362,44449
13362,37576
13362,5386
13362,48797
13362,28147
13362,5978
13362,26937
13362,5872
13362,7112
13362,30111
13363,28359
13363,35173
13364,43669
13364,49416
13364,10802
13364,8126
13364,6443
13364,11603
13364,24246
13364,31408
13364,33566
13364,26560
13364,22786
13364,17223
13364,32878
13364,34416
13364,38579
13364,32978
13365,43762
13365,25388
13366,18205
13366,31617
13366,7802
13366,38413
13366,12654
13367,22556
13367,21676
13367,7870
13367,26182
13367,4853
13367,48298
13367,19191
13367,80
13367,22204
13367,25641
13367,10173
13367,850
13367,48107
13367,22781
13367,35567
13367,40282
13367,27244
13367,3211
13367,37898
13367,19087
13368,39922
13368,16695
13368,34391
13368,43827
13368,20263
13369,10422
13369,678
13369,4807
13369,28723
13370,5614
13370,38215
13370,45840
13370,41222
13370,29064
13370,42720
13370,9648
13370,17222
13370,24224
13370,16916
13370,11172
13370,30577
13370,32216
13370,15637
13370,36299
13370,34773
13371,17204
13371,17601
13371,44323
13371,9523
13371,8009
13371,26161
13371,2791
13371,4648
13371,16167
13372,17313
13372,15196
13372,48271
13372,27397
13372,49710
13372,17456
13372,13545
13372,26183
13372,1033
13372,38217
13372,18096
13372,25830
13372,16837
13372,22211
13372,33483
13372,28318
13372,549
13372,42474
13372,31412
13373,32180
13373,47988
13373,19275
13373,35453
13373,29767
13373,1752
13373,20551
13373,30725
13373,29026
13374,8176
13375,1769
13375,29878
13376,1285
13376,49748
13376,29199
13376,38635
13376,4737
13376,30461
13376,24464
13376,24259
13376,16478
13376,36413
13376,15594
13376,4626
13376,23419
13376,19131
13376,24942
13376,25066
13376,11694
13376,12963
13376,20642
13377,46720
13377,28978
13377,22970
13377,7597
13377,31429
13378,5794
13378,47316
13378,42799
13378,26704
13378,39948
13378,36547
13378,33617
13378,45203
13378,39943
13379,26324
13379,988
13380,12121
13380,10731
13380,25317
13380,14415
13380,22634
13380,37929
13380,8259
13380,13488
13381,20216
13381,48018
13381,38610
13381,9296
13381,47899
13382,35513
13382,36113
13382,632
13383,37116
13383,5873
13383,7572
13383,28137
13383,28733
13383,4495
13384,39651
13384,39919
13385,42352
13385,25416
13385,13249
13385,46463
13385,31374
13385,40295
13385,32637
13385,43927
13385,30161
13385,8548
13385,46448
13385,2005
13385,42304
13385,21352
13385,9949
13385,14280
13385,48523
13386,22352
13386,19617
13387,29772
13388,39192
13388,26944
13388,20468
13388,16505
13388,42072
13388,25024
13388,35698
13388,20313
13388,27102
13388,45941
13388,3050
13388,42377
13388,25432
13388,24017
13390,36861
13390,38101
13390,7536
13390,5
13390,8323
13390,9220
13390,2064
13390,20058
13390,14233
13390,41381
13390,25662
13390,31453
13391,38412
13391,8267
13391,35583
13391,40178
13391,5799
13391,21283
13391,43446
13391,5047
13391,44573
13391,18949
13391,46865
13391,34744
13391,34734
13391,15935
13391,45608
13391,37968
13391,29664
13391,19948
13391,32875
13392,23431
13392,15218
13392,31719
13392,4945
13392,32422
13392,1466
13392,44250
13392,45863
13392,15177
13392,49715
13392,32116
13392,25060
13392,23347
13392,39673
13392,43643
13392,43653
13392,44086
13393,37167
13393,48797
13393,40591
13394,49717
13394,25247
13394,37737
13394,48439
13394,13017
13394,22042
13394,4541
13394,8596
13394,29795
13394,7115
13394,45115
13394,46673
13394,20101
13394,18483
13394,18079
13394,28776
13394,37979
13395,48506
13395,9157
13395,38059
13395,23517
13395,13499
13395,25820
13395,42834
13395,6497
13395,16186
13395,16766
13396,44598
13396,39407
13396,4539
13396,1983
13396,42183
13396,28777
13396,16708
13396,7643
13396,45294
13396,18491
13396,24552
13396,18766
13396,24804
13397,9945
13397,3865
13397,14992
13397,47456
13397,46864
13397,43508
13397,23302
13397,33599
13397,6953
13398,14184
13398,2798
13398,41501
13399,11200
13399,12960
13399,36380
13399,37440
13399,10708
13399,12922
13399,48239
13399,25418
13399,3012
13400,37862
13400,37184
13400,11723
13400,38542
13401,38811
13401,8100
13401,13758
13401,9056
13401,33812
13402,49267
13402,42268
13402,13765
13402,28560
13402,20030
13402,49379
13402,15574
13402,4691
13402,29210
13402,2353
13402,40997
13402,3480
13402,10032
13402,43206
13402,29262
13402,10521
13402,32328
13402,11427
13403,49862
13403,23780
13403,26480
13403,34634
13403,19090
13403,7052
13403,19847
13404,28309
13404,553
13404,38204
13404,33835
13404,28806
13404,16228
13404,5665
13404,42927
13404,35611
13404,40038
13404,41381
13404,41169
13405,44788
13405,42730
13405,20825
13405,48092
13406,29035
13406,43230
13406,33007
13406,9304
13406,39598
13406,20854
13406,8782
13407,18709
13407,11222
13407,14046
13408,29414
13408,17270
13408,30186
13408,27559
13409,20388
13409,47216
13409,21184
13409,44494
13409,41537
13409,43378
13410,22243
13410,79
13410,19350
13410,48478
13410,31696
13410,12519
13410,9803
13410,35056
13410,22607
13410,27781
13410,35837
13410,13395
13410,17612
13410,17942
13410,33052
13410,1935
13410,24176
13410,14048
13410,7818
13410,3626
13411,45808
13411,2861
13411,10949
13411,42087
13411,15601
13411,33734
13411,6996
13411,1405
13412,17200
13412,17942
13412,37847
13413,19407
13413,1603
13414,20062
13414,1901
13414,44847
13414,2104
13414,45374
13414,31499
13414,35544
13414,30698
13414,1106
13414,3873
13414,43759
13414,27078
13414,1454
13414,143
13414,13471
13414,40670
13414,24332
13414,1675
13414,3976
13415,15759
13415,30507
13415,13847
13415,6377
13415,31039
13415,44486
13415,22991
13415,20706
13415,6592
13415,28975
13415,33837
13416,48213
13416,20358
13416,28923
13416,24261
13416,5790
13416,17361
13416,5221
13417,23744
13417,47293
13417,24712
13417,45444
13417,30631
13417,21233
13417,9073
13417,25716
13417,1310
13417,22289
13417,21924
13418,8920
13418,17571
13418,22634
13418,5293
13418,26706
13418,43397
13419,25332
13419,28708
13419,40567
13419,13893
13419,36395
13420,9860
13420,39815
13420,9961
13420,40685
13420,42006
13420,26749
13420,4164
13420,10565
13420,37117
13420,39852
13421,10751
13421,15777
13421,21427
13421,44578
13421,23006
13421,45857
13421,17105
13421,9044
13421,41719
13421,32961
13421,7374
13421,12768
13421,18316
13421,25835
13422,43424
13422,20976
13422,45551
13422,29904
13422,7735
13422,25253
13422,38688
13422,18203
13422,35003
13422,24702
13422,797
13422,481
13422,14246
13422,1736
13422,2009
13422,46185
13423,19543
13423,27597
13424,18962
13424,18832
13424,17766
13424,31344
13424,4056
13424,14823
13424,27697
